2.000110855471221072e+01,1.972555234335447949e+01,1.890772155677293043e+01,1.999009872872750293e+01,1.958721483636580629e+01,1.944023251374172645e+01,1.846924736725950567e+01,1.948715000054918534e+01,1.976514814150259980e+01,1.934580824200357796e+01,2.065365068598605092e+01,2.175541451025520701e+01,2.039693223873679884e+01,2.079581397542010635e+01,2.187634781753593316e+01,2.039539423540927743e+01,2.143518889009953909e+01,1.935560721650592697e+01,1.976781180297415119e+01,2.112810269292772603e+01,2.040028199390248531e+01,2.035249516985779650e+01,2.065983193838071230e+01,2.025168762279404078e+01,2.019277700716957824e+01,1.942899855374534113e+01,2.012225184595460092e+01,2.066228296375895113e+01,1.936703129742923224e+01,1.834488371178672850e+01,1.947939398520178145e+01,2.231311810871814671e+01,1.721051362689689768e+01,1.935455788257458565e+01,2.022972661904181635e+01,2.007657609317997327e+01,2.105645319002006488e+01,2.078430929318826870e+01,2.164982943585781427e+01,2.155191019542921893e+01
1.934354742247469972e+01,1.994708213632903337e+01,1.951914177407082462e+01,2.039119884585390707e+01,1.961844878127437042e+01,1.912363679462333010e+01,2.201156297357236724e+01,1.986859526336575144e+01,1.924274366997369867e+01,2.080928772415930084e+01,1.868911996358868066e+01,1.954139238010712987e+01,1.918869419335440440e+01,1.788059418475072349e+01,1.736043465569833799e+01,1.975105035162533440e+01,1.946167024009926649e+01,1.957611917243249167e+01,2.102287827662999931e+01,1.902550102104144614e+01,2.175427999800276879e+01,1.841019142954172949e+01,1.721397393369796447e+01,1.975276829004157619e+01,2.002702538518405362e+01,2.132096325335741582e+01,1.945322792919359145e+01,1.956616499597250680e+01,1.955637832211361982e+01,2.244386476197909275e+01,1.828325486535473843e+01,2.055136479710716202e+01,1.978637357199278313e+01,1.894306759874397628e+01,1.995308311103566012e+01,2.020266638513899338e+01,1.937118336334872737e+01,2.001210371201739235e+01,2.104321188057424408e+01,2.100890350921736882e+01
1.953418162770909561e+01,1.971300457179652810e+01,2.002251877658630974e+01,2.084588318558186870e+01,2.016217483790508069e+01,2.122595226508353861e+01,2.056408421996653146e+01,1.842241776279920273e+01,2.113593470226649984e+01,1.941153550545784867e+01,2.043398310341039092e+01,2.003423617457981720e+01,2.094871677399272869e+01,2.015613813059506754e+01,2.027917829743275391e+01,1.824995433768186714e+01,2.118362145206564406e+01,2.009834871732410022e+01,1.932332355845856142e+01,2.145831434635141832e+01,2.056259273401133569e+01,2.056972067606993093e+01,2.081588292406541285e+01,1.986408953970055080e+01,1.919342187028305702e+01,1.897201803145581778e+01,2.070542847786104801e+01,2.118711481312354650e+01,2.095633936240155748e+01,2.051765957126303519e+01,2.059501946003495121e+01,2.115530465976162589e+01,2.038549526629595121e+01,2.049300332476526521e+01,2.139277988934690455e+01,1.987345072694098747e+01,2.050419116734984115e+01,1.909843725349987409e+01,1.770952735321706584e+01,2.051432748733651579e+01
1.959823523943803991e+01,2.194240916995682866e+01,1.877708646712065033e+01,2.089706595994373473e+01,1.977289175622496842e+01,2.027138865580084826e+01,1.883888856041614801e+01,2.232154251990557370e+01,1.975552344061309995e+01,2.214145228402504273e+01,1.976819334530891581e+01,1.875599527700493496e+01,1.933833621503525890e+01,2.130827298624916466e+01,1.936212757601422396e+01,1.995791958450821824e+01,2.116557509503036627e+01,2.090616356821109889e+01,1.901590845345610603e+01,1.972613397211077668e+01,2.158736531342404419e+01,1.932030787352864465e+01,2.121423998013210621e+01,2.046248669294443800e+01,1.872876012463028061e+01,2.050159313718151921e+01,1.963229670826047624e+01,2.001189759405968971e+01,1.892780827585450965e+01,2.042128087143609605e+01,1.969598985452618933e+01,2.080969817699226709e+01,1.842352044291260782e+01,1.960299020126322844e+01,2.110388987551011652e+01,2.115498578219972359e+01,2.105467841755336877e+01,2.113025432525318692e+01,1.976318419623263267e+01,2.023567209070177242e+01
2.064606407776907560e+01,2.026114683102056091e+01,2.071427810874566688e+01,1.953312794934288021e+01,2.073302655030540720e+01,1.969180967440484409e+01,1.911113758152567144e+01,1.850596244729742779e+01,2.114105142565515294e+01,1.874586184310416215e+01,1.912532251096472180e+01,1.855973195486369320e+01,2.208936765164184379e+01,2.182257440212284294e+01,1.905361416070460479e+01,1.825166484680434920e+01,1.933379400280839278e+01,1.911768942026539975e+01,1.967000197484002655e+01,2.060948731540295498e+01,1.904773569866198457e+01,2.000106461881901154e+01,2.063715394588775354e+01,2.067938538467626586e+01,2.023092434992777910e+01,1.905714281745686023e+01,1.965766878840211263e+01,2.042291744494090011e+01,1.856455810414896135e+01,2.094060553840561312e+01,1.981930694473092913e+01,2.136454126327447867e+01,1.798732882434660851e+01,2.088870477309183471e+01,1.910361896377569835e+01,2.100588541345790716e+01,1.953100190561110949e+01,1.869844607850852114e+01,2.028038195186071491e+01,1.884981351282711870e+01
1.881505851384773464e+01,1.896915683955496945e+01,1.907245658511404329e+01,1.912873899182978121e+01,1.931120664415465882e+01,2.081509297861200025e+01,2.089292737639465614e+01,2.108537314713170829e+01,2.183639793530538498e+01,2.045976739784466858e+01,1.988297577714647701e+01,1.871571279239445218e+01,1.964046269323426941e+01,2.010967641294760000e+01,2.150056614625378515e+01,1.936074534746135356e+01,2.182439436330870919e+01,2.173566298903159577e+01,1.956416348825192131e+01,1.975980753532779843e+01,2.027260948624005721e+01,1.947762112684833369e+01,1.914726416450394098e+01,1.954315633616337777e+01,2.082830784309651406e+01,1.751997801600636251e+01,2.085382675804867247e+01,2.130730932286240176e+01,2.137215153809394863e+01,2.183794844468684104e+01,1.867391734195805597e+01,1.892133609912367120e+01,2.149722034873054000e+01,2.075984379814793357e+01,2.124396490713342445e+01,2.001623436527782829e+01,2.012348672539965477e+01,1.917637293943374388e+01,1.976112618489672812e+01,2.094058061673151627e+01
2.017925441407173537e+01,1.996749268401334731e+01,2.084280072849079346e+01,1.915660533227689655e+01,1.830867120615943477e+01,1.918641809997860292e+01,1.976665053869589883e+01,2.141935268989999486e+01,1.902233272598079594e+01,2.075690956887721228e+01,2.062994956799001045e+01,2.079419799187172302e+01,2.148592821889005933e+01,1.994567366492242755e+01,2.098595769972923719e+01,1.893316016479213104e+01,2.124883300606792602e+01,2.013724419450202063e+01,1.864186411350400974e+01,1.787506741331645443e+01,1.978974019879270685e+01,2.011402574759025441e+01,2.198771945616216072e+01,2.218900555191240898e+01,1.891712704870387896e+01,2.101216146497144877e+01,1.959670411370251841e+01,2.025432400480118034e+01,1.881463894972758766e+01,2.011279822853979482e+01,2.050105917226665397e+01,1.950902569423117683e+01,2.076847595650434641e+01,1.986423780517790050e+01,2.153232825885829271e+01,2.044014930962943311e+01,2.069835493359970258e+01,2.055841485737828833e+01,1.930233081568947640e+01,2.044814567283816942e+01
1.944064659718380383e+01,2.076970040325169364e+01,1.994210033339694732e+01,2.017513353707963830e+01,2.205269483251077034e+01,2.069409517751945771e+01,2.074577328284754074e+01,1.954819961693293351e+01,2.002050841773765910e+01,2.033016279651592484e+01,1.931279891908982194e+01,1.891877125548441185e+01,2.018783719165667634e+01,2.137885748313108181e+01,1.904964095538590030e+01,2.007567195606037913e+01,1.932143641762855069e+01,2.033197836159244787e+01,2.026087993042916224e+01,1.851246506517388468e+01,1.860678752742306585e+01,2.032485654064834435e+01,1.985020581220301139e+01,2.018102415776777292e+01,2.028452250341255692e+01,2.027453614412527472e+01,2.263906805300782210e+01,2.025359013312051459e+01,2.021652063965156287e+01,1.949917601771933562e+01,2.154458916385049605e+01,2.135225743264006582e+01,1.966230925841134436e+01,1.898933936775764408e+01,1.878934084879538702e+01,2.071502221006363342e+01,2.145221226298065886e+01,1.976595889719843058e+01,1.797634399865507149e+01,1.811715109671463253e+01
2.036527893508620934e+01,1.997994084937068848e+01,2.008012475043690515e+01,1.978129972995029107e+01,1.947661994134132968e+01,2.032927978721002660e+01,1.975444638188993451e+01,1.834591297536551124e+01,1.936557985904163459e+01,2.023318641581933619e+01,1.976767451547541299e+01,2.061795681551460291e+01,2.188093136963439278e+01,1.881072836361600409e+01,2.307097872574682640e+01,1.930338949110318936e+01,1.978369376524726775e+01,2.069804802309014846e+01,1.886665946532480120e+01,2.001112823023463960e+01,1.994007649974748730e+01,1.923640427273508990e+01,2.047395760656606001e+01,1.930939377920909195e+01,2.003379209873910938e+01,1.817446074989221572e+01,2.021188122711040336e+01,2.108904094834003473e+01,2.178324369346724509e+01,1.957595587918426716e+01,2.017505704737570582e+01,2.005037030984794200e+01,2.127035647769436721e+01,1.823585791949491508e+01,1.918887355744221423e+01,2.016288325726153019e+01,2.185719027301381345e+01,1.864556681153059969e+01,2.024773942803924953e+01,1.990438426490954882e+01
2.036795309073207250e+01,1.947142526740343982e+01,1.851407767877168098e+01,2.130562053017165525e+01,1.888302427767377623e+01,2.022994384659557099e+01,1.892359369425686921e+01,2.019553483854019404e+01,2.122639136330566245e+01,2.017678742253993818e+01,1.935260746691202272e+01,1.994036903789913140e+01,2.016709871649776531e+01,1.846662227912820597e+01,2.037979793959653563e+01,1.995577246393272830e+01,1.991942474179189304e+01,2.034985483555340124e+01,2.051535383468380758e+01,1.992845042014273105e+01,2.007432991416790458e+01,1.947371182918291410e+01,2.053963288424560574e+01,2.157997813284722355e+01,2.070274468654028155e+01,2.040141836354643345e+01,1.875404755545384461e+01,1.877569023691830452e+01,2.068695421706527426e+01,1.932637755686485193e+01,2.078069492786444172e+01,1.992879716381794353e+01,2.003167995784299649e+01,2.062569610769448047e+01,1.936264412973881122e+01,1.763859634381882202e+01,2.131784539956420588e+01,1.944211464484162732e+01,2.031362684639869798e+01,1.887865808162477066e+01
